subject,block,trial,choices,choices_L,outcomes,opt_act,blocks,pe,choice_nll,alpha_pos,alpha_neg,beta,ev_l,ev_r,model
0,0,11,1,0.0,-1.0,1.0,numberbar_mixed,-1.485080830841011,0.7839518117634063,0.7297201917106725,0.13793835488356734,1.5262740682972047,-0.3593586470709707,0.48508083084101106,sim_valence
0,0,12,1,0.0,-1.0,0.0,numberbar_mixed,-1.2802312241656806,0.7263514629298611,0.7297201917106725,0.13793835488356734,1.5262740682972047,-0.3593586470709707,0.28023122416568064,sim_valence
0,0,13,0,1.0,1.0,0.0,numberbar_mixed,1.3593586470709706,0.33033724778403756,0.7297201917106725,0.13793835488356734,1.5262740682972047,-0.3593586470709707,0.10363823523369114,sim_valence
0,0,14,0,1.0,1.0,0.0,numberbar_mixed,0.3674071945267816,0.6915401758683032,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.6325928054732184,0.10363823523369114,sim_valence
0,0,15,0,1.0,1.0,0.0,numberbar_mixed,0.09930274610081824,0.7714524075675235,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.9006972538991818,0.10363823523369114,sim_valence
0,0,16,0,1.0,1.0,0.0,numberbar_mixed,0.026839527178732947,0.7903653814470923,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.973160472821267,0.10363823523369114,sim_valence
0,0,17,0,1.0,-1.0,0.0,numberbar_mixed,-1.9927458177395558,0.7952752434815415,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.9927458177395558,0.10363823523369114,sim_valence
0,0,18,0,1.0,1.0,0.0,numberbar_mixed,0.2821302620605477,0.7185914835785996,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.7178697379394523,0.10363823523369114,sim_valence
0,0,19,0,1.0,1.0,0.0,numberbar_mixed,0.07625411314234254,0.7775955642955563,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.9237458868576575,0.10363823523369114,sim_valence
0,0,20,0,1.0,1.0,0.0,numberbar_mixed,0.020609947081385083,0.7919364010267314,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.9793900529186149,0.10363823523369114,sim_valence
0,0,21,0,1.0,1.0,0.0,numberbar_mixed,0.005570452546009963,0.7956933270203986,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.99442954745399,0.10363823523369114,sim_valence
0,0,22,0,1.0,1.0,0.0,numberbar_mixed,0.0015055808462203224,0.7967000506348766,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.9984944191537797,0.10363823523369114,sim_valence
0,0,23,0,1.0,1.0,0.0,numberbar_mixed,0.00040692810248055267,0.7969715125866108,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.9995930718975194,0.10363823523369114,sim_valence
0,0,24,1,0.0,1.0,1.0,numberbar_mixed,0.8963617647663089,0.20295516311887632,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.999890015550474,0.10363823523369114,sim_valence
0,0,25,0,1.0,-1.0,1.0,numberbar_mixed,-1.999890015550474,0.5913623790924657,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.999890015550474,0.7577315140610787,sim_valence
0,0,26,0,1.0,-1.0,1.0,numberbar_mixed,-1.7240284768573697,0.4871428170438605,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.7240284768573697,0.7577315140610787,sim_valence
0,0,27,1,0.0,1.0,1.0,numberbar_mixed,0.24226848593892125,0.6021431107177306,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.4862188249872418,0.7577315140610787,sim_valence
0,0,28,1,0.0,1.0,1.0,numberbar_mixed,0.06548027993411731,0.6646821416307064,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.4862188249872418,0.9345197200658827,sim_valence
0,0,29,0,1.0,-1.0,1.0,numberbar_mixed,-1.4862188249872417,0.3192634196114531,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.4862188249872418,0.9823020024926753,sim_valence
0,0,30,1,0.0,1.0,1.0,numberbar_mixed,0.017697997507324703,0.7446073972244794,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.2812122452715132,0.9823020024926753,sim_valence
0,0,31,1,0.0,1.0,1.0,numberbar_mixed,0.004783411373384672,0.7483377144393148,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.2812122452715132,0.9952165886266153,sim_valence
0,0,32,1,0.0,1.0,1.0,numberbar_mixed,0.0012928595089674033,0.7493397131446078,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.2812122452715132,0.9987071404910326,sim_valence
0,0,33,1,0.0,1.0,1.0,numberbar_mixed,0.0003494338202287839,0.7496100769391192,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.2812122452715132,0.9996505661797712,sim_valence
0,0,34,0,1.0,-1.0,1.0,numberbar_mixed,-1.2812122452715131,0.250316882534294,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.2812122452715132,0.9999055550940588,sim_valence
0,1,0,1,0.0,0.0,1.0,numberbar_neg,0.0,0.5,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.0,0.0,sim_valence
0,1,1,1,0.0,0.0,1.0,numberbar_neg,0.0,0.5,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.0,0.0,sim_valence
0,1,2,0,1.0,-1.0,1.0,numberbar_neg,-1.0,0.5,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.0,0.0,sim_valence
0,1,3,0,1.0,-1.0,1.0,numberbar_neg,-0.8620616451164327,0.44756061545188963,0.7297201917106725,0.13793835488356734,1.5262740682972047,-0.13793835488356734,0.0,sim_valence
0,1,4,1,0.0,0.0,1.0,numberbar_neg,0.0,0.596769616507758,0.7297201917106725,0.13793835488356734,1.5262740682972047,-0.25684972001914974,0.0,sim_valence
0,1,5,0,1.0,-1.0,1.0,numberbar_neg,-0.7431502799808503,0.403230383492242,0.7297201917106725,0.13793835488356734,1.5262740682972047,-0.25684972001914974,0.0,sim_valence
0,1,6,0,1.0,-1.0,1.0,numberbar_neg,-0.6406413529290294,0.3662171825321128,0.7297201917106725,0.13793835488356734,1.5262740682972047,-0.3593586470709707,0.0,sim_valence
0,1,7,0,1.0,-1.0,1.0,numberbar_neg,-0.5522723386356161,0.33551288660673656,0.7297201917106725,0.13793835488356734,1.5262740682972047,-0.44772766136438386,0.0,sim_valence
0,1,8,0,1.0,0.0,1.0,numberbar_neg,0.5239071992034812,0.31010553270045776,0.7297201917106725,0.13793835488356734,1.5262740682972047,-0.5239071992034812,0.0,sim_valence
0,1,9,0,1.0,-1.0,1.0,numberbar_neg,-0.8583984626378847,0.4461786438114181,0.7297201917106725,0.13793835488356734,1.5262740682972047,-0.1416015373621154,0.0,sim_valence
0,1,10,1,0.0,0.0,1.0,numberbar_neg,0.0,0.5979288902563167,0.7297201917106725,0.13793835488356734,1.5262740682972047,-0.26000760913296855,0.0,sim_valence
0,1,11,1,0.0,0.0,1.0,numberbar_neg,0.0,0.5979288902563167,0.7297201917106725,0.13793835488356734,1.5262740682972047,-0.26000760913296855,0.0,sim_valence
0,1,12,1,0.0,-1.0,0.0,numberbar_neg,-1.0,0.5979288902563167,0.7297201917106725,0.13793835488356734,1.5262740682972047,-0.26000760913296855,0.0,sim_valence
0,1,13,1,0.0,-1.0,0.0,numberbar_neg,-0.8620616451164327,0.5464435169890589,0.7297201917106725,0.13793835488356734,1.5262740682972047,-0.26000760913296855,-0.13793835488356734,sim_valence
0,1,14,1,0.0,-1.0,0.0,numberbar_neg,-0.7431502799808503,0.5012049487336144,0.7297201917106725,0.13793835488356734,1.5262740682972047,-0.26000760913296855,-0.25684972001914974,sim_valence
0,1,15,0,1.0,0.0,0.0,numberbar_neg,0.26000760913296855,0.537836755233573,0.7297201917106725,0.13793835488356734,1.5262740682972047,-0.26000760913296855,-0.3593586470709707,sim_valence
0,1,16,0,1.0,0.0,0.0,numberbar_neg,0.07027480675022515,0.6085499723855827,0.7297201917106725,0.13793835488356734,1.5262740682972047,-0.07027480675022515,-0.3593586470709707,sim_valence
0,1,17,1,0.0,-1.0,0.0,numberbar_neg,-0.6406413529290294,0.37297150903593396,0.7297201917106725,0.13793835488356734,1.5262740682972047,-0.018993861296020396,-0.3593586470709707,sim_valence
0,1,18,1,0.0,0.0,0.0,numberbar_neg,0.44772766136438386,0.3420065064991578,0.7297201917106725,0.13793835488356734,1.5262740682972047,-0.018993861296020396,-0.44772766136438386,sim_valence
0,1,19,0,1.0,0.0,0.0,numberbar_neg,0.018993861296020396,0.5388483558105146,0.7297201917106725,0.13793835488356734,1.5262740682972047,-0.018993861296020396,-0.12101174647939461,sim_valence
0,1,20,1,0.0,0.0,0.0,numberbar_neg,0.12101174647939461,0.4558994650704948,0.7297201917106725,0.13793835488356734,1.5262740682972047,-0.005133657189762471,-0.12101174647939461,sim_valence
0,1,21,1,0.0,-1.0,0.0,numberbar_neg,-0.9672929683607925,0.48948042096341865,0.7297201917106725,0.13793835488356734,1.5262740682972047,-0.005133657189762471,-0.032707031639207476,sim_valence
0,1,22,0,1.0,0.0,0.0,numberbar_neg,0.005133657189762471,0.56112532747627,0.7297201917106725,0.13793835488356734,1.5262740682972047,-0.005133657189762471,-0.16613383238533774,sim_valence
0,1,23,0,1.0,0.0,0.0,numberbar_neg,0.0013875238810721288,0.5625328754478099,0.7297201917106725,0.13793835488356734,1.5262740682972047,-0.0013875238810721288,-0.16613383238533774,sim_valence
0,1,24,0,1.0,-1.0,1.0,numberbar_neg,-0.999624980311427,0.5629131354383017,0.7297201917106725,0.13793835488356734,1.5262740682972047,-0.00037501968857303874,-0.16613383238533774,sim_valence
0,1,25,1,0.0,0.0,1.0,numberbar_neg,0.16613383238533774,0.4893664543625926,0.7297201917106725,0.13793835488356734,1.5262740682972047,-0.13826164497324966,-0.16613383238533774,sim_valence
0,1,26,0,1.0,0.0,1.0,numberbar_neg,0.13826164497324966,0.4644372866384265,0.7297201917106725,0.13793835488356734,1.5262740682972047,-0.13826164497324966,-0.044902620367480356,sim_valence
0,1,27,1,0.0,-1.0,1.0,numberbar_neg,-0.9550973796325196,0.4971255655749378,0.7297201917106725,0.13793835488356734,1.5262740682972047,-0.03736933089713698,-0.044902620367480356,sim_valence
0,1,28,1,0.0,0.0,1.0,numberbar_neg,0.1766471816675961,0.4470551823329838,0.7297201917106725,0.13793835488356734,1.5262740682972047,-0.03736933089713698,-0.1766471816675961,sim_valence
0,1,29,0,1.0,-1.0,1.0,numberbar_neg,-0.962630669102863,0.503958627880258,0.7297201917106725,0.13793835488356734,1.5262740682972047,-0.03736933089713698,-0.047744166395967874,sim_valence
0,1,30,0,1.0,-1.0,1.0,numberbar_neg,-0.8298469782463465,0.4534280230407199,0.7297201917106725,0.13793835488356734,1.5262740682972047,-0.17015302175365357,-0.047744166395967874,sim_valence
0,1,31,0,1.0,-1.0,1.0,numberbar_neg,-0.7153792512619459,0.4105871689859202,0.7297201917106725,0.13793835488356734,1.5262740682972047,-0.2846207487380541,-0.047744166395967874,sim_valence
0,1,32,1,0.0,0.0,1.0,numberbar_neg,0.047744166395967874,0.6253100257651427,0.7297201917106725,0.13793835488356734,1.5262740682972047,-0.3832989857749651,-0.047744166395967874,sim_valence
0,1,33,1,0.0,0.0,1.0,numberbar_neg,0.01290428414043595,0.6376834742665698,0.7297201917106725,0.13793835488356734,1.5262740682972047,-0.3832989857749651,-0.01290428414043595,sim_valence
0,1,34,0,1.0,-1.0,1.0,numberbar_neg,-0.6167010142250349,0.3590025439798295,0.7297201917106725,0.13793835488356734,1.5262740682972047,-0.3832989857749651,-0.003487767443588039,sim_valence
0,2,0,1,0.0,0.0,0.0,numberbar_pos,0.0,0.5,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.0,0.0,sim_valence
0,2,1,1,0.0,1.0,0.0,numberbar_pos,1.0,0.5,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.0,0.0,sim_valence
0,2,2,1,0.0,0.0,0.0,numberbar_pos,-0.7297201917106725,0.7528281254588246,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.0,0.7297201917106725,sim_valence
0,2,3,0,1.0,0.0,0.0,numberbar_pos,0.0,0.276853419075375,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.0,0.629063788940781,sim_valence
0,2,4,1,0.0,0.0,0.0,numberbar_pos,-0.629063788940781,0.723146580924625,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.0,0.629063788940781,sim_valence
0,2,5,1,0.0,1.0,0.0,numberbar_pos,0.457708235222534,0.6958653944502491,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.0,0.542291764777466,sim_valence
0,2,6,0,1.0,1.0,0.0,numberbar_pos,1.0,0.20792810706590797,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.0,0.8762907059316071,sim_valence
0,2,7,0,1.0,1.0,0.0,numberbar_pos,0.2702798082893275,0.4443053812146997,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.7297201917106725,0.8762907059316071,sim_valence
0,2,8,1,0.0,0.0,0.0,numberbar_pos,-0.8762907059316071,0.4806800802833181,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.9269488252310844,0.8762907059316071,sim_valence
0,2,9,0,1.0,0.0,0.0,numberbar_pos,-0.9269488252310844,0.5650799920867796,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.9269488252310844,0.7554166075556413,sim_valence
0,2,10,1,0.0,0.0,0.0,numberbar_pos,-0.7554166075556413,0.48334290827995513,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.7990870292174532,0.7554166075556413,sim_valence
0,2,11,0,1.0,1.0,0.0,numberbar_pos,0.20091297078254677,0.5561847622142357,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.7990870292174532,0.6512156834576908,sim_valence
0,2,12,1,0.0,0.0,1.0,numberbar_pos,-0.6512156834576908,0.3894892525907471,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.945697280774054,0.6512156834576908,sim_valence
0,2,13,0,1.0,1.0,1.0,numberbar_pos,0.05430271922594598,0.6425757352074741,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.945697280774054,0.561388063407159,sim_valence
0,2,14,0,1.0,0.0,1.0,numberbar_pos,-0.9853230714580221,0.6563433514632063,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.9853230714580221,0.561388063407159,sim_valence
0,2,15,0,1.0,0.0,1.0,numberbar_pos,-0.8494092279522789,0.6081635322239384,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.8494092279522789,0.561388063407159,sim_valence
0,2,16,1,0.0,1.0,1.0,numberbar_pos,0.43861193659284103,0.435174032234929,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.7322431164256205,0.561388063407159,sim_valence
0,2,17,1,0.0,1.0,1.0,numberbar_pos,0.11854795013572383,0.5566886410507536,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.7322431164256205,0.8814520498642762,sim_valence
0,2,18,1,0.0,1.0,1.0,numberbar_pos,0.032041117235776184,0.5889839966674032,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.7322431164256205,0.9679588827642238,sim_valence
0,2,19,1,0.0,1.0,1.0,numberbar_pos,0.008660067023861462,0.5975946463695999,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.7322431164256205,0.9913399329761385,sim_valence
0,2,20,1,0.0,1.0,1.0,numberbar_pos,0.002340641254982012,0.5999118735288776,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.7322431164256205,0.997659358745018,sim_valence
0,2,21,0,1.0,0.0,1.0,numberbar_pos,-0.7322431164256205,0.39946258872987034,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.7322431164256205,0.9993673719303293,sim_valence
0,2,22,1,0.0,1.0,1.0,numberbar_pos,0.0006326280696706821,0.6368840102513487,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.6312387055710539,0.9993673719303293,sim_valence
0,2,23,1,0.0,1.0,1.0,numberbar_pos,0.0001709865933889887,0.6370469402909946,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.6312387055710539,0.999829013406611,sim_valence
0,2,24,1,0.0,0.0,0.0,numberbar_pos,-0.9999537857763188,0.6370909715911239,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.6312387055710539,0.9999537857763188,sim_valence
0,2,25,1,0.0,0.0,0.0,numberbar_pos,-0.8620218056067382,0.5871602459408422,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.6312387055710539,0.8620218056067382,sim_valence
0,2,26,0,1.0,1.0,0.0,numberbar_pos,0.3687612944289461,0.45741459412326724,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.6312387055710539,0.7431159358675825,sim_valence
0,2,27,0,1.0,0.0,0.0,numberbar_pos,-0.9003312680372202,0.5597022355405804,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.9003312680372202,0.7431159358675825,sim_valence
0,2,28,0,1.0,1.0,0.0,numberbar_pos,0.22385894592607003,0.5125986780354289,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.77614105407393,0.7431159358675825,sim_valence
0,2,29,1,0.0,0.0,0.0,numberbar_pos,-0.7431159358675825,0.4256237436293506,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.9394954470112509,0.7431159358675825,sim_valence
0,2,30,1,0.0,0.0,0.0,numberbar_pos,-0.6406117461862456,0.3878927942486996,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.9394954470112509,0.6406117461862456,sim_valence
0,2,31,1,0.0,0.0,0.0,numberbar_pos,-0.5522468157982255,0.3563945352276581,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.9394954470112509,0.5522468157982255,sim_valence
0,2,32,0,1.0,1.0,0.0,numberbar_pos,0.06050455298874913,0.6698071646306166,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.9394954470112509,0.47607079853732986,sim_valence
0,2,33,1,0.0,0.0,0.0,numberbar_pos,-0.47607079853732986,0.31546324727108394,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.9836468410175694,0.47607079853732986,sim_valence
0,2,34,0,1.0,1.0,0.0,numberbar_pos,0.016353158982430616,0.7057701102929785,0.7297201917106725,0.13793835488356734,1.5262740682972047,0.9836468410175694,0.41040237577898436,sim_valence
1,0,0,1,0.0,-1.0,1.0,numberbar_mixed,-1.0,0.5,0.37945742812049615,0.5320032737096438,2.0945980926385688,0.0,0.0,sim_valence
1,0,1,1,0.0,1.0,1.0,numberbar_mixed,1.5320032737096438,0.24706395834219957,0.37945742812049615,0.5320032737096438,2.0945980926385688,0.0,-0.5320032737096438,sim_valence
1,0,2,0,1.0,1.0,1.0,numberbar_mixed,1.0,0.474193025011094,0.37945742812049615,0.5320032737096438,2.0945980926385688,0.0,0.0493267484043981,sim_valence
1,0,3,1,0.0,-1.0,1.0,numberbar_mixed,-1.0493267484043982,0.33370145452388417,0.37945742812049615,0.5320032737096438,2.0945980926385688,0.37945742812049615,0.0493267484043981,sim_valence
1,0,4,0,1.0,-1.0,1.0,numberbar_mixed,-1.379457428120496,0.8653890676505842,0.37945742812049615,0.5320032737096438,2.0945980926385688,0.37945742812049615,-0.5089185169378375,sim_valence
1,0,5,0,1.0,1.0,1.0,numberbar_mixed,1.3544184395826935,0.5802051400156605,0.37945742812049615,0.5320032737096438,2.0945980926385688,-0.3544184395826934,-0.5089185169378375,sim_valence
1,0,6,0,1.0,-1.0,1.0,numberbar_mixed,-1.159525698100331,0.802203243888421,0.37945742812049615,0.5320032737096438,2.0945980926385688,0.15952569810033107,-0.5089185169378375,sim_valence
1,0,7,1,0.0,1.0,1.0,numberbar_mixed,1.5089185169378374,0.4730201862810057,0.37945742812049615,0.5320032737096438,2.0945980926385688,-0.45734576923950515,-0.5089185169378375,sim_valence
1,0,8,1,0.0,1.0,1.0,numberbar_mixed,0.9363481772572124,0.7486227831564127,0.37945742812049615,0.5320032737096438,2.0945980926385688,-0.45734576923950515,0.06365182274278758,sim_valence
1,0,9,1,0.0,1.0,1.0,numberbar_mixed,0.5810439060898762,0.8624156556566323,0.37945742812049615,0.5320032737096438,2.0945980926385688,-0.45734576923950515,0.41895609391012384,sim_valence
1,0,10,1,0.0,-1.0,1.0,numberbar_mixed,-1.6394375201400755,0.9086548546301196,0.37945742812049615,0.5320032737096438,2.0945980926385688,-0.45734576923950515,0.6394375201400754,sim_valence
1,0,11,0,1.0,-1.0,1.0,numberbar_mixed,-0.5426542307604949,0.3845119206995258,0.37945742812049615,0.5320032737096438,2.0945980926385688,-0.45734576923950515,-0.2327486076168649,sim_valence
1,0,12,1,0.0,-1.0,1.0,numberbar_mixed,-0.7672513923831351,0.7455728546785639,0.37945742812049615,0.5320032737096438,2.0945980926385688,-0.746039596496477,-0.2327486076168649,sim_valence
1,0,13,1,0.0,-1.0,0.0,numberbar_mixed,-0.35907113987702477,0.5548199273510905,0.37945742812049615,0.5320032737096438,2.0945980926385688,-0.746039596496477,-0.6409288601229752,sim_valence
1,0,14,0,1.0,1.0,0.0,numberbar_mixed,1.746039596496477,0.5448689946960249,0.37945742812049615,0.5320032737096438,2.0945980926385688,-0.746039596496477,-0.8319558820322058,sim_valence
1,0,15,0,1.0,-1.0,0.0,numberbar_mixed,-0.916508098186625,0.8274599359404233,0.37945742812049615,0.5320032737096438,2.0945980926385688,-0.08349190181337496,-0.8319558820322058,sim_valence
1,0,16,0,1.0,1.0,0.0,numberbar_mixed,1.5710772104300592,0.6333083137186064,0.37945742812049615,0.5320032737096438,2.0945980926385688,-0.5710772104300592,-0.8319558820322058,sim_valence
1,0,17,0,1.0,1.0,0.0,numberbar_mixed,0.9749202927815455,0.8575569244020685,0.37945742812049615,0.5320032737096438,2.0945980926385688,0.02507970721845454,-0.8319558820322058,sim_valence
1,0,18,0,1.0,1.0,0.0,numberbar_mixed,0.6049795458601791,0.9289071681595006,0.37945742812049615,0.5320032737096438,2.0945980926385688,0.3950204541398209,-0.8319558820322058,sim_valence
1,0,19,0,1.0,1.0,0.0,numberbar_mixed,0.37541556332256976,0.9548199242232345,0.37945742812049615,0.5320032737096438,2.0945980926385688,0.6245844366774302,-0.8319558820322058,sim_valence
1,0,20,0,1.0,-1.0,0.0,numberbar_mixed,-1.76703866081222,0.9660802976758367,0.37945742812049615,0.5320032737096438,2.0945980926385688,0.7670386608122198,-0.8319558820322058,sim_valence
1,0,21,0,1.0,1.0,0.0,numberbar_mixed,1.173031691511386,0.7990201247017532,0.37945742812049615,0.5320032737096438,2.0945980926385688,-0.1730316915113861,-0.8319558820322058,sim_valence
1,0,22,1,0.0,-1.0,0.0,numberbar_mixed,-0.16804411796779417,0.09009138593796,0.37945742812049615,0.5320032737096438,2.0945980926385688,0.27208389725335974,-0.8319558820322058,sim_valence
1,0,23,0,1.0,1.0,0.0,numberbar_mixed,0.7279161027466403,0.9241261663779221,0.37945742812049615,0.5320032737096438,2.0945980926385688,0.27208389725335974,-0.9213559029187219,sim_valence
1,0,24,0,1.0,1.0,0.0,numberbar_mixed,0.45170293051090527,0.9559900732460195,0.37945742812049615,0.5320032737096438,2.0945980926385688,0.5482970694890947,-0.9213559029187219,sim_valence
1,0,25,0,1.0,-1.0,1.0,numberbar_mixed,-1.719699101775254,0.9688516636670672,0.37945742812049615,0.5320032737096438,2.0945980926385688,0.7196991017752541,-0.9213559029187219,sim_valence
1,0,26,0,1.0,-1.0,1.0,numberbar_mixed,-0.804813549835285,0.8206905669007935,0.37945742812049615,0.5320032737096438,2.0945980926385688,-0.19518645016471503,-0.9213559029187219,sim_valence
1,0,27,1,0.0,-1.0,1.0,numberbar_mixed,-0.07864409708127806,0.34882619033365003,0.37945742812049615,0.5320032737096438,2.0945980926385688,-0.6233498934029662,-0.9213559029187219,sim_valence
1,0,28,1,0.0,1.0,1.0,numberbar_mixed,1.9631948200239009,0.3291927184913527,0.37945742812049615,0.5320032737096438,2.0945980926385688,-0.6233498934029662,-0.9631948200239009,sim_valence
1,0,29,1,0.0,-1.0,1.0,numberbar_mixed,-0.7817540372818489,0.700258668858736,0.37945742812049615,0.5320032737096438,2.0945980926385688,-0.6233498934029662,-0.2182459627181511,sim_valence
1,0,30,0,1.0,-1.0,1.0,numberbar_mixed,-0.3766501065970338,0.5056508679458586,0.37945742812049615,0.5320032737096438,2.0945980926385688,-0.6233498934029662,-0.6341416697878257,sim_valence
1,0,31,0,1.0,-1.0,1.0,numberbar_mixed,-0.17627101684432556,0.40200707736588503,0.37945742812049615,0.5320032737096438,2.0945980926385688,-0.8237289831556744,-0.6341416697878257,sim_valence
1,0,32,1,0.0,1.0,1.0,numberbar_mixed,1.6341416697878257,0.644175562052176,0.37945742812049615,0.5320032737096438,2.0945980926385688,-0.9175057411769834,-0.6341416697878257,sim_valence
1,0,33,1,0.0,1.0,1.0,numberbar_mixed,1.0140544745856044,0.8690252130192508,0.37945742812049615,0.5320032737096438,2.0945980926385688,-0.9175057411769834,-0.01405447458560427,sim_valence
1,0,34,1,0.0,1.0,1.0,numberbar_mixed,0.6292639716852698,0.9369291373062152,0.37945742812049615,0.5320032737096438,2.0945980926385688,-0.9175057411769834,0.3707360283147302,sim_valence
1,1,0,0,1.0,-1.0,1.0,numberbar_neg,-1.0,0.5,0.37945742812049615,0.5320032737096438,2.0945980926385688,0.0,0.0,sim_valence
1,1,1,1,0.0,0.0,1.0,numberbar_neg,0.0,0.7529360416578004,0.37945742812049615,0.5320032737096438,2.0945980926385688,-0.5320032737096438,0.0,sim_valence
1,1,2,0,1.0,-1.0,1.0,numberbar_neg,-0.46799672629035616,0.24706395834219957,0.37945742812049615,0.5320032737096438,2.0945980926385688,-0.5320032737096438,0.0,sim_valence
