subject,block,trial,choices,choices_L,outcomes,opt_act,blocks,pe,choice_nll,lr,beta,ev_l,ev_r,model
0,0,32,1,0.0,1.0,1.0,numberbar_mixed,0.5834663106423406,0.7049005553154475,0.3296417483492617,1.1791212752089602,-0.3219351642881773,0.4165336893576594,sim_basic
0,0,33,0,1.0,-1.0,1.0,numberbar_mixed,-0.6780648357118226,0.2502028985551892,0.3296417483492617,1.1791212752089602,-0.3219351642881773,0.608868544100694,sim_basic
0,0,34,1,0.0,-1.0,1.0,numberbar_mixed,-1.608868544100694,0.7959361198470075,0.3296417483492617,1.1791212752089602,-0.5454536422263774,0.608868544100694,sim_basic
0,1,0,0,1.0,-1.0,1.0,numberbar_neg,-1.0,0.5,0.3296417483492617,1.1791212752089602,0.0,0.0,sim_basic
0,1,1,1,0.0,-1.0,1.0,numberbar_neg,-1.0,0.5959667255144866,0.3296417483492617,1.1791212752089602,-0.3296417483492617,0.0,sim_basic
0,1,2,1,0.0,0.0,1.0,numberbar_neg,0.3296417483492617,0.5,0.3296417483492617,1.1791212752089602,-0.3296417483492617,-0.3296417483492617,sim_basic
0,1,3,0,1.0,-1.0,1.0,numberbar_neg,-0.6703582516507383,0.4680118348020691,0.3296417483492617,1.1791212752089602,-0.3296417483492617,-0.2209780660945037,sim_basic
0,1,4,1,0.0,0.0,1.0,numberbar_neg,0.2209780660945037,0.5959667255144866,0.3296417483492617,1.1791212752089602,-0.5506198144437654,-0.2209780660945037,sim_basic
0,1,5,1,0.0,0.0,1.0,numberbar_neg,0.1481344700402728,0.6164669777759461,0.3296417483492617,1.1791212752089602,-0.5506198144437654,-0.1481344700402728,sim_basic
0,1,6,0,1.0,-1.0,1.0,numberbar_neg,-0.4493801855562346,0.3700139277773041,0.3296417483492617,1.1791212752089602,-0.5506198144437654,-0.09930316434540595,sim_basic
0,1,7,1,0.0,0.0,1.0,numberbar_neg,0.09930316434540595,0.6696993476053507,0.3296417483492617,1.1791212752089602,-0.6987542844840382,-0.09930316434540595,sim_basic
0,1,8,0,1.0,-1.0,1.0,numberbar_neg,-0.3012457155159618,0.32181931877208764,0.3296417483492617,1.1791212752089602,-0.6987542844840382,-0.06656869563397227,sim_basic
0,1,9,1,0.0,0.0,1.0,numberbar_neg,0.06656869563397227,0.703185623117292,0.3296417483492617,1.1791212752089602,-0.7980574488294442,-0.06656869563397227,sim_basic
0,1,10,1,0.0,0.0,1.0,numberbar_neg,0.044624874419859795,0.7085574784137276,0.3296417483492617,1.1791212752089602,-0.7980574488294442,-0.044624874419859795,sim_basic
0,1,11,0,1.0,-1.0,1.0,numberbar_neg,-0.20194255117055582,0.287873685206631,0.3296417483492617,1.1791212752089602,-0.7980574488294442,-0.029914652796230966,sim_basic
0,1,12,1,0.0,-1.0,0.0,numberbar_neg,-0.970085347203769,0.7279459573951713,0.3296417483492617,1.1791212752089602,-0.8646261444634165,-0.029914652796230966,sim_basic
0,1,13,1,0.0,0.0,0.0,numberbar_neg,0.3496952826964819,0.6472940426602554,0.3296417483492617,1.1791212752089602,-0.8646261444634165,-0.3496952826964819,sim_basic
0,1,14,0,1.0,0.0,0.0,numberbar_neg,0.8646261444634165,0.3223292189366321,0.3296417483492617,1.1791212752089602,-0.8646261444634165,-0.23442111831892432,sim_basic
0,1,15,1,0.0,-1.0,0.0,numberbar_neg,-0.7655788816810757,0.600372802675402,0.3296417483492617,1.1791212752089602,-0.5796092705340146,-0.23442111831892432,sim_basic
0,1,16,1,0.0,-1.0,0.0,numberbar_neg,-0.5132121206244533,0.527334638389846,0.3296417483492617,1.1791212752089602,-0.5796092705340146,-0.48678787937554663,sim_basic
0,1,17,0,1.0,0.0,0.0,numberbar_neg,0.5796092705340146,0.5224926862728049,0.3296417483492617,1.1791212752089602,-0.5796092705340146,-0.6559640200922237,sim_basic
0,1,18,0,1.0,0.0,0.0,numberbar_neg,0.3885458572357418,0.5781828996004178,0.3296417483492617,1.1791212752089602,-0.3885458572357418,-0.6559640200922237,sim_basic
0,1,19,0,1.0,-1.0,0.0,numberbar_neg,-0.7395350784573107,0.6145174504364449,0.3296417483492617,1.1791212752089602,-0.26046492154268924,-0.6559640200922237,sim_basic
0,1,20,0,1.0,0.0,0.0,numberbar_neg,0.5042465577709656,0.5446044297264396,0.3296417483492617,1.1791212752089602,-0.5042465577709656,-0.6559640200922237,sim_basic
0,1,21,1,0.0,-1.0,0.0,numberbar_neg,-0.34403597990777635,0.40736051791969613,0.3296417483492617,1.1791212752089602,-0.3380258408682475,-0.6559640200922237,sim_basic
0,1,22,0,1.0,-1.0,0.0,numberbar_neg,-0.6619741591317525,0.6244806141402474,0.3296417483492617,1.1791212752089602,-0.3380258408682475,-0.7693726420040745,sim_basic
0,1,23,0,1.0,0.0,0.0,numberbar_neg,0.5562401600464708,0.5624986749405848,0.3296417483492617,1.1791212752089602,-0.5562401600464708,-0.7693726420040745,sim_basic
0,1,24,0,1.0,-1.0,1.0,numberbar_neg,-0.6271198188133209,0.6147948761927534,0.3296417483492617,1.1791212752089602,-0.37288018118667904,-0.7693726420040745,sim_basic
0,1,25,0,1.0,-1.0,1.0,numberbar_neg,-0.4203949453152256,0.5557075128832604,0.3296417483492617,1.1791212752089602,-0.5796050546847744,-0.7693726420040745,sim_basic
0,1,26,1,0.0,0.0,1.0,numberbar_neg,0.7693726420040745,0.48491540462613014,0.3296417483492617,1.1791212752089602,-0.7181847794556776,-0.7693726420040745,sim_basic
0,1,27,1,0.0,0.0,1.0,numberbar_neg,0.5157552991617608,0.5593905257427144,0.3296417483492617,1.1791212752089602,-0.7181847794556776,-0.5157552991617608,sim_basic
0,1,28,1,0.0,0.0,1.0,numberbar_neg,0.34574082062568146,0.6080580460407632,0.3296417483492617,1.1791212752089602,-0.7181847794556776,-0.34574082062568146,sim_basic
0,1,29,1,0.0,0.0,1.0,numberbar_neg,0.23177021203892334,0.6395800166376757,0.3296417483492617,1.1791212752089602,-0.7181847794556776,-0.23177021203892334,sim_basic
0,1,30,0,1.0,0.0,1.0,numberbar_neg,0.7181847794556776,0.33992510943078647,0.3296417483492617,1.1791212752089602,-0.7181847794556776,-0.15536907412713355,sim_basic
0,1,31,0,1.0,0.0,1.0,numberbar_neg,0.48144109311807914,0.4050472039279372,0.3296417483492617,1.1791212752089602,-0.48144109311807914,-0.15536907412713355,sim_basic
0,1,32,1,0.0,0.0,1.0,numberbar_neg,0.15536907412713355,0.5491775644382509,0.3296417483492617,1.1791212752089602,-0.32273800945545583,-0.15536907412713355,sim_basic
0,1,33,1,0.0,0.0,1.0,numberbar_neg,0.10415294089245922,0.5640802359718514,0.3296417483492617,1.1791212752089602,-0.32273800945545583,-0.10415294089245922,sim_basic
0,1,34,0,1.0,-1.0,1.0,numberbar_neg,-0.6772619905445442,0.42599236812381475,0.3296417483492617,1.1791212752089602,-0.32273800945545583,-0.06981978336095165,sim_basic
0,2,0,0,1.0,1.0,0.0,numberbar_pos,1.0,0.5,0.3296417483492617,1.1791212752089602,0.0,0.0,sim_basic
0,2,1,0,1.0,1.0,0.0,numberbar_pos,0.6703582516507383,0.5959667255144866,0.3296417483492617,1.1791212752089602,0.3296417483492617,0.0,sim_basic
0,2,2,0,1.0,1.0,0.0,numberbar_pos,0.4493801855562346,0.656840877000288,0.3296417483492617,1.1791212752089602,0.5506198144437654,0.0,sim_basic
0,2,3,0,1.0,0.0,0.0,numberbar_pos,-0.6987542844840382,0.6950669744659516,0.3296417483492617,1.1791212752089602,0.6987542844840382,0.0,sim_basic
0,2,4,0,1.0,0.0,0.0,numberbar_pos,-0.46841570048018244,0.6346734301933344,0.3296417483492617,1.1791212752089602,0.46841570048018244,0.0,sim_basic
0,2,5,0,1.0,1.0,0.0,numberbar_pos,0.685993669980349,0.5915197589995947,0.3296417483492617,1.1791212752089602,0.314006330019651,0.0,sim_basic
0,2,6,0,1.0,0.0,0.0,numberbar_pos,-0.5401384827484997,0.6540498260850542,0.3296417483492617,1.1791212752089602,0.5401384827484997,0.0,sim_basic
0,2,7,0,1.0,0.0,0.0,numberbar_pos,-0.36208628894456674,0.6051436038270978,0.3296417483492617,1.1791212752089602,0.36208628894456674,0.0,sim_basic
0,2,8,1,0.0,0.0,0.0,numberbar_pos,0.0,0.4289331505479883,0.3296417483492617,1.1791212752089602,0.24272753160358382,0.0,sim_basic
0,2,9,1,0.0,1.0,0.0,numberbar_pos,1.0,0.4289331505479883,0.3296417483492617,1.1791212752089602,0.24272753160358382,0.0,sim_basic
0,2,10,1,0.0,0.0,0.0,numberbar_pos,-0.3296417483492617,0.525598200378682,0.3296417483492617,1.1791212752089602,0.24272753160358382,0.3296417483492617,sim_basic
0,2,11,1,0.0,0.0,0.0,numberbar_pos,-0.2209780660945037,0.4935890369827068,0.3296417483492617,1.1791212752089602,0.24272753160358382,0.2209780660945037,sim_basic
0,2,12,0,1.0,0.0,1.0,numberbar_pos,-0.24272753160358382,0.5278553011613212,0.3296417483492617,1.1791212752089602,0.24272753160358382,0.1481344700402728,sim_basic
0,2,13,0,1.0,0.0,1.0,numberbar_pos,-0.16271440371327778,0.5042977716469419,0.3296417483492617,1.1791212752089602,0.16271440371327778,0.1481344700402728,sim_basic
0,2,14,1,0.0,1.0,1.0,numberbar_pos,0.8518655299597272,0.5115113557225637,0.3296417483492617,1.1791212752089602,0.1090769431916253,0.1481344700402728,sim_basic
0,2,15,1,0.0,1.0,1.0,numberbar_pos,0.5710550873053324,0.5931887021253948,0.3296417483492617,1.1791212752089602,0.1090769431916253,0.4289449126946676,sim_basic
0,2,16,0,1.0,0.0,1.0,numberbar_pos,-0.1090769431916253,0.35454386917246283,0.3296417483492617,1.1791212752089602,0.1090769431916253,0.6171885100777377,sim_basic
0,2,17,1,0.0,0.0,1.0,numberbar_pos,-0.6171885100777377,0.6550974328244208,0.3296417483492617,1.1791212752089602,0.07312062893334484,0.6171885100777377,sim_basic
0,2,18,0,1.0,0.0,1.0,numberbar_pos,-0.07312062893334484,0.4009211396851299,0.3296417483492617,1.1791212752089602,0.07312062893334484,0.4137374105546363,sim_basic
0,2,19,1,0.0,1.0,1.0,numberbar_pos,0.5862625894453637,0.605885506559557,0.3296417483492617,1.1791212752089602,0.049017016971359434,0.4137374105546363,sim_basic
0,2,20,1,0.0,1.0,1.0,numberbar_pos,0.39300596446882863,0.6587935691610357,0.3296417483492617,1.1791212752089602,0.049017016971359434,0.6069940355311714,sim_basic
0,2,21,0,1.0,0.0,1.0,numberbar_pos,-0.049017016971359434,0.30774579859787693,0.3296417483492617,1.1791212752089602,0.049017016971359434,0.7365452087703639,sim_basic
0,2,22,1,0.0,0.0,1.0,numberbar_pos,-0.7365452087703639,0.6962981380317348,0.3296417483492617,1.1791212752089602,0.03285896179805508,0.7365452087703639,sim_basic
0,2,23,1,0.0,1.0,1.0,numberbar_pos,0.5062508415869709,0.6326135494190627,0.3296417483492617,1.1791212752089602,0.03285896179805508,0.4937491584130292,sim_basic
0,2,24,0,1.0,0.0,0.0,numberbar_pos,-0.03285896179805508,0.322956286892078,0.3296417483492617,1.1791212752089602,0.03285896179805508,0.6606305709370434,sim_basic
0,2,25,1,0.0,0.0,0.0,numberbar_pos,-0.6606305709370434,0.679830015035971,0.3296417483492617,1.1791212752089602,0.022027276182002606,0.6606305709370434,sim_basic
0,2,26,1,0.0,0.0,0.0,numberbar_pos,-0.44285915452038543,0.6215686829778619,0.3296417483492617,1.1791212752089602,0.022027276182002606,0.44285915452038543,sim_basic
0,2,27,0,1.0,1.0,0.0,numberbar_pos,0.9779727238179974,0.4196822405773807,0.3296417483492617,1.1791212752089602,0.022027276182002606,0.29687428855180975,sim_basic
0,2,28,1,0.0,0.0,0.0,numberbar_pos,-0.29687428855180975,0.48599168944355975,0.3296417483492617,1.1791212752089602,0.3444079146992569,0.29687428855180975,sim_basic
0,2,29,1,0.0,0.0,0.0,numberbar_pos,-0.19901212903364798,0.45724485223402217,0.3296417483492617,1.1791212752089602,0.3444079146992569,0.19901212903364798,sim_basic
0,2,30,1,0.0,0.0,0.0,numberbar_pos,-0.1334094228762874,0.4381206518018954,0.3296417483492617,1.1791212752089602,0.3444079146992569,0.1334094228762874,sim_basic
0,2,31,1,0.0,0.0,0.0,numberbar_pos,-0.08943210747308203,0.42539922876306313,0.3296417483492617,1.1791212752089602,0.3444079146992569,0.08943210747308203,sim_basic
0,2,32,1,0.0,0.0,0.0,numberbar_pos,-0.05995155120709619,0.4169252244885377,0.3296417483492617,1.1791212752089602,0.3444079146992569,0.05995155120709619,sim_basic
0,2,33,0,1.0,1.0,0.0,numberbar_pos,0.6555920853007431,0.5887283615683214,0.3296417483492617,1.1791212752089602,0.3444079146992569,0.04018901705093872,sim_basic
0,2,34,0,1.0,0.0,0.0,numberbar_pos,-0.5605184359017321,0.6487459607166325,0.3296417483492617,1.1791212752089602,0.5605184359017321,0.04018901705093872,sim_basic
1,0,0,1,0.0,1.0,1.0,numberbar_mixed,1.0,0.5,0.3690174151959382,2.4915124931427766,0.0,0.0,sim_basic
1,0,1,1,0.0,1.0,1.0,numberbar_mixed,0.6309825848040618,0.714922179626281,0.3690174151959382,2.4915124931427766,0.0,0.3690174151959382,sim_basic
1,0,2,0,1.0,-1.0,1.0,numberbar_mixed,-1.0,0.18249352280368955,0.3690174151959382,2.4915124931427766,0.0,0.6018609776739849,sim_basic
1,0,3,1,0.0,1.0,1.0,numberbar_mixed,0.39813902232601506,0.9182613922035987,0.3690174151959382,2.4915124931427766,-0.3690174151959382,0.6018609776739849,sim_basic
1,0,4,1,0.0,1.0,1.0,numberbar_mixed,0.25121878941863107,0.9418603555265362,0.3690174151959382,2.4915124931427766,-0.3690174151959382,0.7487812105813689,sim_basic
1,0,5,1,0.0,1.0,1.0,numberbar_mixed,0.15851468109871514,0.9532909707016809,0.3690174151959382,2.4915124931427766,-0.3690174151959382,0.8414853189012849,sim_basic
1,0,6,0,1.0,-1.0,1.0,numberbar_mixed,-0.6309825848040618,0.040631839987102326,0.3690174151959382,2.4915124931427766,-0.3690174151959382,0.8999799967909412,sim_basic
1,0,7,1,0.0,1.0,1.0,numberbar_mixed,0.1000200032090588,0.9768390799091448,0.3690174151959382,2.4915124931427766,-0.6018609776739849,0.8999799967909412,sim_basic
1,0,8,1,0.0,-1.0,1.0,numberbar_mixed,-1.9368891198430376,0.9788308743619837,0.3690174151959382,2.4915124931427766,-0.6018609776739849,0.9368891198430376,sim_basic
1,0,9,1,0.0,1.0,1.0,numberbar_mixed,0.777856696682576,0.8862521110121393,0.3690174151959382,2.4915124931427766,-0.6018609776739849,0.22214330331742405,sim_basic
1,0,10,1,0.0,-1.0,1.0,numberbar_mixed,-1.5091859709200792,0.9409323224726449,0.3690174151959382,2.4915124931427766,-0.6018609776739849,0.5091859709200792,sim_basic
1,0,11,1,0.0,1.0,1.0,numberbar_mixed,1.047729935118821,0.7990912653708295,0.3690174151959382,2.4915124931427766,-0.6018609776739849,-0.04772993511882084,sim_basic
1,0,12,1,0.0,1.0,1.0,numberbar_mixed,0.6610993426378655,0.9124496913285872,0.3690174151959382,2.4915124931427766,-0.6018609776739849,0.33890065736213454,sim_basic
1,0,13,0,1.0,-1.0,0.0,numberbar_mixed,-0.39813902232601506,0.04965425823936939,0.3690174151959382,2.4915124931427766,-0.6018609776739849,0.5828578279700936,sim_basic
1,0,14,1,0.0,-1.0,0.0,numberbar_mixed,-1.5828578279700936,0.9650342742585372,0.3690174151959382,2.4915124931427766,-0.7487812105813689,0.5828578279700936,sim_basic
1,0,15,1,0.0,-1.0,0.0,numberbar_mixed,-0.9987557236699126,0.865587799398328,0.3690174151959382,2.4915124931427766,-0.7487812105813689,-0.0012442763300873905,sim_basic
1,0,16,1,0.0,-1.0,0.0,numberbar_mixed,-0.6301974681090927,0.7199533279794781,0.3690174151959382,2.4915124931427766,-0.7487812105813689,-0.3698025318909073,sim_basic
1,0,17,1,0.0,-1.0,0.0,numberbar_mixed,-0.3976436273644506,0.5902065511945065,0.3690174151959382,2.4915124931427766,-0.7487812105813689,-0.6023563726355494,sim_basic
1,0,18,0,1.0,1.0,0.0,numberbar_mixed,1.748781210581369,0.5001947027179087,0.3690174151959382,2.4915124931427766,-0.7487812105813689,-0.7490937961747158,sim_basic
1,0,19,0,1.0,1.0,0.0,numberbar_mixed,1.1034504885094085,0.8332208661470546,0.3690174151959382,2.4915124931427766,-0.10345048850940841,-0.7490937961747158,sim_basic
1,0,20,1,0.0,-1.0,0.0,numberbar_mixed,-0.25090620382528417,0.06766308828436113,0.3690174151959382,2.4915124931427766,0.30374195855702885,-0.7490937961747158,sim_basic
1,0,21,0,1.0,1.0,0.0,numberbar_mixed,0.6962580414429711,0.9455168116602326,0.3690174151959382,2.4915124931427766,0.30374195855702885,-0.8416825549669474,sim_basic
1,0,22,0,1.0,1.0,0.0,numberbar_mixed,0.4393266986802995,0.9705162000239707,0.3690174151959382,2.4915124931427766,0.5606733013197005,-0.8416825549669474,sim_basic
1,0,23,0,1.0,1.0,0.0,numberbar_mixed,0.27720749590673055,0.9801189934482837,0.3690174151959382,2.4915124931427766,0.7227925040932695,-0.8416825549669474,sim_basic
1,0,24,0,1.0,1.0,0.0,numberbar_mixed,0.17491310229429025,0.9845226145718039,0.3690174151959382,2.4915124931427766,0.8250868977057098,-0.8416825549669474,sim_basic
1,0,25,0,1.0,-1.0,1.0,numberbar_mixed,-1.8896328785982515,0.986791445558386,0.3690174151959382,2.4915124931427766,0.8896328785982515,-0.8416825549669474,sim_basic
1,0,26,0,1.0,-1.0,1.0,numberbar_mixed,-1.1923254380686645,0.9293169353834368,0.3690174151959382,2.4915124931427766,0.19232543806866453,-0.8416825549669474,sim_basic
1,0,27,0,1.0,-1.0,1.0,numberbar_mixed,-0.7523365868402012,0.81457350403452,0.3690174151959382,2.4915124931427766,-0.24766341315979878,-0.8416825549669474,sim_basic
1,0,28,0,1.0,-1.0,1.0,numberbar_mixed,-0.47471128420709563,0.6874660198831088,0.3690174151959382,2.4915124931427766,-0.5252887157929044,-0.8416825549669474,sim_basic
1,0,29,0,1.0,-1.0,1.0,numberbar_mixed,-0.29953455314464883,0.5870647184189193,0.3690174151959382,2.4915124931427766,-0.7004654468553512,-0.8416825549669474,sim_basic
1,0,30,0,1.0,-1.0,1.0,numberbar_mixed,-0.18900108658134007,0.519102866236508,0.3690174151959382,2.4915124931427766,-0.8109989134186599,-0.8416825549669474,sim_basic
1,0,31,0,1.0,-1.0,1.0,numberbar_mixed,-0.11925639414187028,0.47568891122765233,0.3690174151959382,2.4915124931427766,-0.8807436058581297,-0.8416825549669474,sim_basic
1,0,32,0,1.0,1.0,1.0,numberbar_mixed,1.9247512921699508,0.448442210531497,0.3690174151959382,2.4915124931427766,-0.9247512921699508,-0.8416825549669474,sim_basic
1,0,33,0,1.0,1.0,1.0,numberbar_mixed,1.2144845454383535,0.8267363869520253,0.3690174151959382,2.4915124931427766,-0.2144845454383535,-0.8416825549669474,sim_basic
1,0,34,0,1.0,-1.0,1.0,numberbar_mixed,-1.2336814023147218,0.9357930405623731,0.3690174151959382,2.4915124931427766,0.23368140231472168,-0.8416825549669474,sim_basic
1,1,0,0,1.0,0.0,1.0,numberbar_neg,0.0,0.5,0.3690174151959382,2.4915124931427766,0.0,0.0,sim_basic
1,1,1,1,0.0,0.0,1.0,numberbar_neg,0.0,0.5,0.3690174151959382,2.4915124931427766,0.0,0.0,sim_basic
1,1,2,0,1.0,-1.0,1.0,numberbar_neg,-1.0,0.5,0.3690174151959382,2.4915124931427766,0.0,0.0,sim_basic
1,1,3,1,0.0,0.0,1.0,numberbar_neg,0.0,0.7149221796262809,0.3690174151959382,2.4915124931427766,-0.3690174151959382,0.0,sim_basic
1,1,4,1,0.0,0.0,1.0,numberbar_neg,0.0,0.7149221796262809,0.3690174151959382,2.4915124931427766,-0.3690174151959382,0.0,sim_basic
1,1,5,1,0.0,0.0,1.0,numberbar_neg,0.0,0.7149221796262809,0.3690174151959382,2.4915124931427766,-0.3690174151959382,0.0,sim_basic
1,1,6,0,1.0,-1.0,1.0,numberbar_neg,-0.6309825848040618,0.28507782037371904,0.3690174151959382,2.4915124931427766,-0.3690174151959382,0.0,sim_basic
1,1,7,1,0.0,0.0,1.0,numberbar_neg,0.0,0.8175064771963104,0.3690174151959382,2.4915124931427766,-0.6018609776739849,0.0,sim_basic
1,1,8,1,0.0,0.0,1.0,numberbar_neg,0.0,0.8175064771963104,0.3690174151959382,2.4915124931427766,-0.6018609776739849,0.0,sim_basic
1,1,9,1,0.0,0.0,1.0,numberbar_neg,0.0,0.8175064771963104,0.3690174151959382,2.4915124931427766,-0.6018609776739849,0.0,sim_basic
1,1,10,1,0.0,0.0,1.0,numberbar_neg,0.0,0.8175064771963104,0.3690174151959382,2.4915124931427766,-0.6018609776739849,0.0,sim_basic
1,1,11,1,0.0,0.0,1.0,numberbar_neg,0.0,0.8175064771963104,0.3690174151959382,2.4915124931427766,-0.6018609776739849,0.0,sim_basic
1,1,12,1,0.0,0.0,1.0,numberbar_neg,0.0,0.8175064771963104,0.3690174151959382,2.4915124931427766,-0.6018609776739849,0.0,sim_basic
1,1,13,1,0.0,-1.0,0.0,numberbar_neg,-1.0,0.8175064771963104,0.3690174151959382,2.4915124931427766,-0.6018609776739849,0.0,sim_basic
1,1,14,0,1.0,0.0,0.0,numberbar_neg,0.6018609776739849,0.3589020726553457,0.3690174151959382,2.4915124931427766,-0.6018609776739849,-0.3690174151959382,sim_basic
1,1,15,1,0.0,-1.0,0.0,numberbar_neg,-0.6309825848040618,0.506693285268708,0.3690174151959382,2.4915124931427766,-0.3797637953854307,-0.3690174151959382,sim_basic
1,1,16,0,1.0,0.0,0.0,numberbar_neg,0.3797637953854307,0.6349142990153439,0.3690174151959382,2.4915124931427766,-0.3797637953854307,-0.6018609776739849,sim_basic
